transaction_id,customer_id,amount,date,payment_method,product_category,quantity,customer_age,customer_location,device_used,ip_address,Customer_Shipping_Address,Customer_Billing_Address,is_fraudulent,account_age_days,transaction_hour
c4e71dea-e6e3-4bbb-a605-6c4729a1f39d,58d95a51-1e27-4a6d-8253-9e10f1bb8da6,69.19,02-02-2024 16.51,PayPal,toys & games,2,32,Mooreside,tablet,212.125.103.159,"USCGC Dean
FPO AA 99896","USCGC Dean
FPO AA 99896",0,282,16
bae53dc4-3b36-497e-b58c-78653fb80dfa,e5d7f2a6-4a85-4300-b55c-9ea21cd691cf,395.73,31-01-2024 6.02,credit card,clothing,1,44,West Erictown,desktop,218.171.25.74,"403 Krause Fort Suite 395
North Jessica, MT 74935","403 Krause Fort Suite 395
North Jessica, MT 74935",0,69,6
7c668354-10f0-4b38-8576-f8f86e936103,06601b0c-dcce-45dd-966c-e2d8686d4063,182.1,27-03-2024 3.19,PayPal,home & garden,3,46,East Alexandria,mobile,21.100.204.126,"747 Amanda Haven Suite 269
New Nicholas, HI 09747","747 Amanda Haven Suite 269
New Nicholas, HI 09747",0,70,3
490ce4b9-41c0-4293-9569-f59c10a82926,2579781e-5a99-4b86-be19-d0047f80160f,194.5,12-01-2024 14.34,credit card,clothing,2,28,Port Karen,tablet,164.243.81.170,"Unit 9380 Box 9637
DPO AA 52654","45022 Paul Inlet Suite 343
Deannaborough, MN 76069",0,173,14
f1ea7c89-0af4-4d0f-be9b-25b401c69f92,0fefba6a-87b2-44d8-b61f-01da3e745a6c,664.16,26-03-2024 16.47,PayPal,home & garden,5,33,Josephtown,mobile,174.196.140.20,"4744 Moore Meadows
Smithview, ND 88815","4744 Moore Meadows
Smithview, ND 88815",0,108,16
7255c39c-8ae1-4842-b8bd-2c34ac0ac6f3,2abf883d-e121-44ce-b3de-9ead8820ffa5,52.34,30-03-2024 15.36,PayPal,electronics,1,34,New Theresastad,desktop,133.185.149.48,"6414 Claudia Courts
Cameronmouth, LA 55568","6414 Claudia Courts
Cameronmouth, LA 55568",0,224,15
41d0e8da-7940-4729-a710-5ed37ebc7fb8,732d2d82-5501-4109-831d-d1a5896f66d0,717.55,30-03-2024 20.34,PayPal,clothing,1,17,Coxport,tablet,189.78.32.202,"289 Cook Island
Gonzalezberg, IN 56209","289 Cook Island
Gonzalezberg, IN 56209",0,280,20
2b0b306d-6bb7-4380-b4c6-4e50c9b8eca3,6b1941c8-2ae4-4903-b9bc-eb29c7893165,23.01,09-01-2024 18.51,bank transfer,toys & games,4,37,Margaretside,tablet,120.205.77.40,"6403 Mark Village
New Colleenshire, OH 03527","6403 Mark Village
New Colleenshire, OH 03527",0,326,18
08cf64b1-d4a8-460a-89b1-91abfdd9fc80,641384b7-df4a-4d78-863b-227c32b5cb28,32.75,07-03-2024 11.33,PayPal,toys & games,5,60,Jaredborough,desktop,153.40.34.108,"0185 Jackson Parkways Suite 087
South Felicia, AS 28740","0185 Jackson Parkways Suite 087
South Felicia, AS 28740",0,214,11
baff6b52-4a53-459f-9785-a8d62b4df456,82f41bb0-2f32-44a7-9d60-f0a62a2c5121,276.34,10-02-2024 18.33,credit card,home & garden,4,33,Finleychester,desktop,158.148.149.215,"PSC 8762, Box 3688
APO AA 02510","PSC 8762, Box 3688
APO AA 02510",0,234,18
9b8a7852-3690-483f-bf78-35bc1b842427,82afc4cb-88e0-4a9e-bace-d7208f577329,231.5,18-02-2024 20.56,PayPal,home & garden,5,22,Johnland,mobile,23.181.64.245,"482 Fleming Park
South Matthew, TN 24288","6772 Kenneth Rapid Apt. 957
Barbarashire, WI 21923",0,221,20
ea29220a-5a5e-4ec5-af82-73dbd560ba30,42ed6655-b859-4763-a16d-97c6a6be81fd,149.6,10-02-2024 23.33,bank transfer,clothing,5,23,Jessicafort,tablet,26.154.85.145,"6570 Victor Ways
Daltonport, WI 49590","6570 Victor Ways
Daltonport, WI 49590",0,85,23
dd2a4755-8df9-4ced-bb38-b79ed6b9bf5e,dd3bc1bd-f704-4dcd-aa45-14594fa95102,54.74,02-03-2024 13.28,credit card,health & beauty,2,37,Sawyerside,tablet,94.219.82.207,"563 Flores Junction Suite 482
Barnettshire, OK 21038","563 Flores Junction Suite 482
Barnettshire, OK 21038",0,126,13
3d8ed0e2-ca79-4878-a545-b5ce61ad653a,d3b3e772-48bf-4d32-892b-e3bd650ee5c1,15.7,02-04-2024 22.02,credit card,health & beauty,4,30,Bennettmouth,mobile,41.180.53.226,"974 William Burgs Suite 825
Port Joseph, CO 25084","974 William Burgs Suite 825
Port Joseph, CO 25084",0,261,22
1488f90f-ba3e-4274-a89b-41fc9fdc8959,0263cbe4-3d42-48eb-ae0b-fa62e441109e,438.35,27-03-2024 2.39,PayPal,home & garden,1,26,Port Angela,mobile,130.239.99.127,"234 Amy Way Suite 236
Lake Eugenechester, AZ 19110","234 Amy Way Suite 236
Lake Eugenechester, AZ 19110",0,358,2
9583f20e-1512-4ff4-9139-8231fb3b3f7b,b9f20afc-feae-443e-85ef-6873ed018cad,14.63,08-01-2024 21.02,credit card,toys & games,2,35,Kylebury,mobile,169.6.145.189,"8523 Brown Row Apt. 091
North Jeremy, UT 12288","8523 Brown Row Apt. 091
North Jeremy, UT 12288",0,249,21
37805657-5242-437a-9b71-8ecad05e187b,c549f737-dc87-4801-8ade-d9c973af62d0,327.33,21-01-2024 0.45,bank transfer,home & garden,4,37,Shaneland,tablet,118.232.143.124,"Unit 3575 Box 4794
DPO AE 17206","Unit 3575 Box 4794
DPO AE 17206",0,259,0
16f6357a-6013-4f4e-bd15-009ccfb50c10,a4c3645d-f19e-43f3-bf5a-9abf3213cc7b,28.34,28-02-2024 18.26,credit card,toys & games,1,44,Michaelhaven,mobile,116.155.224.179,"98608 Jackson Mountain Apt. 371
Mariahmouth, MD 88134","98608 Jackson Mountain Apt. 371
Mariahmouth, MD 88134",0,71,18
5b48b0e6-8386-4812-879f-8896c9f9340b,234ba719-54d4-4d20-86b3-51eaad25581b,543.58,05-02-2024 15.08,bank transfer,electronics,5,31,North Gabrielleshire,tablet,13.210.181.107,"7238 Garcia Greens Suite 789
Port Luis, MN 87258","9914 Robert Coves
Port Susanfort, AS 81723",0,191,15
48f32e48-633b-4293-83ee-4a9f16144535,af610994-3c02-494d-957e-0a1a263179ac,132.65,05-03-2024 8.31,debit card,toys & games,1,26,Jamesview,desktop,105.123.127.120,"2580 Wright Mission
Bowmanstad, OR 45139","2580 Wright Mission
Bowmanstad, OR 45139",0,305,8
24145a8e-8e9e-4949-9230-fd265415f0a3,3ed55fca-b0a2-4623-9dfd-2b48b84dc22f,83.62,08-02-2024 15.24,debit card,home & garden,1,30,Port Crystalborough,mobile,3.180.73.58,"2400 Jamie Points Suite 392
Andresstad, TX 72627","2400 Jamie Points Suite 392
Andresstad, TX 72627",0,204,15
150d6ee4-77e0-409c-9ad8-84a817894f41,15c20748-37f9-44cc-811b-73cd228dae05,18.89,05-03-2024 10.54,debit card,toys & games,1,31,Millerfurt,tablet,88.132.93.127,"423 Debra Camp
West David, MH 82317","423 Debra Camp
West David, MH 82317",0,136,10
2b071105-0904-4efd-a0f1-01f197f5fe67,c2946bfe-864e-42d9-8be5-895261938f18,387.23,29-03-2024 18.29,debit card,electronics,1,48,Timothyshire,desktop,163.194.142.192,"983 Hailey Isle Apt. 144
South Kaitlin, IN 69761","983 Hailey Isle Apt. 144
South Kaitlin, IN 69761",0,233,18
0b9957ae-cc6f-46e9-a1fd-6a554efde1cb,e851fc90-3456-426b-9a2d-d0c35e7e9313,591.77,06-03-2024 17.11,debit card,health & beauty,4,27,Brewertown,desktop,24.16.106.58,"047 Burns Keys Suite 189
New Lisa, CT 53962","047 Burns Keys Suite 189
New Lisa, CT 53962",0,126,17
76ed591b-039a-4b05-90d7-499b9446e232,ec65d1e9-7685-4bb3-839c-593318e400de,13.56,01-04-2024 11.40,PayPal,health & beauty,4,20,Harmonfort,tablet,58.4.221.101,"53971 Jennifer Harbors Apt. 080
Lake Ashleystad, DE 83529","53971 Jennifer Harbors Apt. 080
Lake Ashleystad, DE 83529",0,165,11
fa4f3124-b101-4947-833e-d5790a8bbe6a,6487be3e-d7e6-4481-9fe0-b09e647938b8,47.9,06-02-2024 3.34,PayPal,home & garden,1,43,South Justinshire,desktop,220.141.25.132,"33588 Brady Road
Andersonchester, VT 47617","33588 Brady Road
Andersonchester, VT 47617",0,85,3
56694e16-28d7-458f-adb9-79aea228a9b4,ce28fca9-e01f-496c-9649-1fae631e756d,249.49,02-04-2024 14.13,credit card,electronics,3,38,South Jesseport,mobile,119.148.121.227,"829 Juarez Track
West Amberview, RI 55523","829 Juarez Track
West Amberview, RI 55523",0,285,14
6ba4b92b-fcd5-40ea-a0ef-64c660e266c3,0f27ac55-8e48-4642-a722-8e69cd591808,276.29,27-02-2024 4.28,credit card,home & garden,3,32,Luisstad,desktop,187.227.33.24,"07093 Jonathan Port
Terrifort, MS 43040","07093 Jonathan Port
Terrifort, MS 43040",0,140,4
90a4785e-ba43-4d1a-b2ef-cbac98bb914b,83b0b302-e9fc-4ee5-a6f8-5139a4145eff,679.85,18-01-2024 21.29,credit card,electronics,5,24,New Thomasmouth,tablet,50.99.210.59,"1049 Morgan Mills Suite 572
Johnfort, OR 82546","1049 Morgan Mills Suite 572
Johnfort, OR 82546",0,179,21
8cd858a3-8a3b-41b3-88e6-cd33f83e9e4c,91ff124c-27b8-4729-80d5-80cc2169585b,416.46,12-01-2024 22.08,credit card,clothing,1,41,Tylerside,mobile,168.25.72.63,"4482 Amanda Viaduct
South Stephenberg, SC 87155","4482 Amanda Viaduct
South Stephenberg, SC 87155",0,234,22
ebe65b12-57a9-4d28-b239-280a00220083,e864e15e-6cd7-4551-8aef-2f7f18686625,126.99,16-03-2024 21.32,bank transfer,clothing,1,34,Welchview,mobile,169.215.8.23,"3157 Pamela Flats Apt. 366
Port Annaside, MA 44103","5332 Townsend Points Apt. 887
South Jessica, NC 77168",0,175,21
83a079e4-3dc2-4687-9040-3e0b29e33885,e6133d45-abc9-4b50-b0c4-57e9c60578b7,58.34,15-01-2024 11.43,PayPal,electronics,2,47,Parkerborough,mobile,150.144.206.103,"7858 Spencer Port
North Ericaport, SD 59134","7858 Spencer Port
North Ericaport, SD 59134",0,224,11
1ebeeaa0-1b38-4b62-96c1-d6b569e98b8f,bfc4dcdf-37af-43dc-95ae-811607411c86,40.56,19-03-2024 4.08,debit card,electronics,2,32,Michaelchester,tablet,186.65.253.4,"146 Ricky Wells
Lake David, NH 84714","146 Ricky Wells
Lake David, NH 84714",0,232,4
c069dfcb-e4f0-4771-80bc-9d0bb90cf591,7e3b24d2-649d-4bfa-b048-8a1bc906a2b4,50.27,17-02-2024 1.15,bank transfer,health & beauty,3,39,New Omar,tablet,192.251.71.241,"63101 Stone Knoll Apt. 656
Mooreshire, LA 73770","63101 Stone Knoll Apt. 656
Mooreshire, LA 73770",0,44,1
ede4c1db-772b-4873-8890-648685bff62b,d613b380-0e85-44cc-a324-8654fad55bb3,98.96,11-03-2024 20.10,PayPal,electronics,2,47,Melanieport,tablet,145.144.245.243,"233 Williams Stravenue Suite 530
Greerland, ID 45287","233 Williams Stravenue Suite 530
Greerland, ID 45287",0,195,20
2c99bb17-d1f6-444d-b5fb-a1457e3007a0,5e6e6aed-2eb2-4a41-9fae-895f32191029,85.46,21-02-2024 2.25,debit card,toys & games,3,17,New David,mobile,34.253.189.219,"644 Norman Fall
Roachmouth, FL 91047","644 Norman Fall
Roachmouth, FL 91047",0,65,2
878e1148-0507-428a-9ac9-ef61fd1c2366,8f6550fe-aefe-48f6-8ea1-68ce3cc5c3d6,270.37,09-02-2024 7.59,bank transfer,health & beauty,2,25,Port Rebecca,tablet,194.111.174.51,"17541 Lopez Loaf
Kevintown, MO 62406","17541 Lopez Loaf
Kevintown, MO 62406",0,345,7
e4479d01-380a-4a08-9c1e-f24d6a376646,063f8a38-88c0-47bf-bc5b-2853f395f11c,39.58,12-03-2024 3.55,debit card,electronics,4,41,Port Cynthia,desktop,222.177.210.34,"Unit 8047 Box 4493
DPO AA 69527","Unit 8047 Box 4493
DPO AA 69527",0,151,3
10356366-4ff1-43d1-9e45-00ddf432e93e,45f2243f-f837-4a30-afcb-a5603ab08424,86.6,10-03-2024 5.00,bank transfer,home & garden,5,20,Carterbury,desktop,215.238.81.2,"9345 Erika Groves
Lake Karinamouth, KY 79768","9345 Erika Groves
Lake Karinamouth, KY 79768",0,47,5
b5ca2f8c-4743-4277-9ce5-3523bc10e3da,34ea48db-5c34-4943-b613-00d7204b6e1e,153.8,10-01-2024 12.34,debit card,home & garden,2,31,Danielleburgh,mobile,221.179.32.103,"68859 Gardner Fork Apt. 239
Sweeneyhaven, NV 12248","68859 Gardner Fork Apt. 239
Sweeneyhaven, NV 12248",0,124,12
e3275c03-81aa-4619-bf55-8cebb34b82a4,ab897f86-6d44-4dab-893f-273a32d0d915,25.72,16-01-2024 6.16,credit card,clothing,5,40,South Kathy,desktop,35.63.134.42,"Unit 8958 Box 5621
DPO AE 63401","Unit 8958 Box 5621
DPO AE 63401",0,228,6
87aef42e-635e-4953-9d33-5f8c8e11baeb,277ca626-84c0-4e69-8738-3a12995665ef,12.95,25-01-2024 9.53,credit card,health & beauty,3,32,South Michaela,desktop,151.187.178.130,"347 Garcia Forge Apt. 254
Markland, VI 14309","347 Garcia Forge Apt. 254
Markland, VI 14309",0,196,9
25aaead5-34c3-4546-b672-8b367f14d4d7,1b53728f-986e-4636-95a9-5439a1d1fb70,633.19,23-02-2024 2.46,bank transfer,electronics,3,20,Markhaven,desktop,73.183.79.119,"PSC 8046, Box 9127
APO AE 07907","PSC 8046, Box 9127
APO AE 07907",0,197,2
26990e6e-94ff-4860-9787-9adfb8fba88d,a823df63-9de9-433f-b420-4fe3e80ebef6,669.81,21-03-2024 1.38,bank transfer,electronics,4,36,Lake Cynthia,tablet,47.145.9.188,"66708 Baldwin Haven Suite 410
West Haileyburgh, NV 13607","48470 Tammy Key Apt. 022
Julieshire, PW 85837",0,179,1
cd68f211-441c-412e-a97a-68401f5274f9,026e7f9c-2a23-45ea-8078-fa8c2a677006,93.52,06-02-2024 12.24,credit card,electronics,1,31,Rushfurt,desktop,41.137.236.82,"032 Philip Groves
Cruzshire, FM 99596","032 Philip Groves
Cruzshire, FM 99596",0,328,12
04784b04-a633-406c-ab1e-64aa27fec506,7fdc4d21-befa-450c-9b91-9dd2118f2712,218.66,05-04-2024 18.57,credit card,toys & games,3,45,East Barbara,desktop,173.163.246.55,"PSC 8783, Box 0042
APO AA 73279","PSC 8783, Box 0042
APO AA 73279",0,96,18
dcce2d18-0e88-45e7-ad17-b13fc79b41c5,381961c8-f2a5-4bfc-9bad-559ea4cdacf4,664.32,31-01-2024 10.31,debit card,clothing,3,26,Michelleview,desktop,25.96.173.109,"Unit 3568 Box 5188
DPO AP 86534","Unit 3568 Box 5188
DPO AP 86534",0,336,10
a486cde6-effe-4563-bc8d-ad11582f14bd,c05cbacf-86fd-4c8d-a84c-f5a6c8fb489b,120.59,04-02-2024 0.04,credit card,health & beauty,1,44,Lake Jared,mobile,167.175.126.191,"1672 Black Mountain Apt. 422
North Michele, UT 95448","1672 Black Mountain Apt. 422
North Michele, UT 95448",0,68,0
c0a471de-ea57-42cf-a908-30be1e21cb96,dc4535b9-ecf5-4734-acd0-7632b2e94066,224.9,24-03-2024 13.12,bank transfer,health & beauty,2,36,Gibsonview,desktop,1.90.173.155,"4018 Kenneth Road
North Jeremy, FL 54243","4018 Kenneth Road
North Jeremy, FL 54243",0,199,13
f37149d8-4a66-48f5-a0b0-9326f656dda6,81f182a9-bb26-4d9b-91f9-01943046c8ec,159,03-03-2024 22.16,debit card,home & garden,3,28,Port Laura,desktop,53.230.143.13,"285 Martin Gateway Suite 365
West Frank, FL 93023","285 Martin Gateway Suite 365
West Frank, FL 93023",0,148,22
